,# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,value
95,23750,36.75,0.83,12.25,4.55,12.75,6.42,3
416,104000,34.0,1.41,8.33,1.7,20.0,0.71,0
225,56250,32.5,0.5,15.5,3.28,20.75,0.43,3
77,19250,24.25,0.43,18.5,4.09,18.75,3.11,3
195,48750,42.0,0.0,17.75,0.43,13.25,1.3,5
388,97000,42.0,0.0,18.0,0.0,18.25,0.43,5
176,44000,33.75,1.3,25.33,1.25,33.0,0.0,1
389,97250,41.33,0.47,19.33,1.25,28.75,0.83,1
257,64250,45.5,0.5,19.5,0.87,21.5,0.87,5
142,35500,42.5,0.5,19.0,0.0,14.0,0.71,4
122,30500,33.0,0.0,22.0,0.0,19.0,0.71,5
209,52250,46.5,0.5,28.5,0.5,37.75,1.3,1
315,78750,28.0,0.0,14.75,0.43,15.5,0.5,0
50,12500,29.67,0.47,20.5,0.5,15.67,0.94,0
337,84250,24.75,5.36,16.0,1.22,17.5,1.5,3
155,38750,27.5,0.87,2.0,0.0,12.5,0.5,2
83,20750,37.25,1.3,17.0,1.22,13.75,2.05,4
49,12250,30.25,6.72,18.67,0.47,16.0,4.32,3
425,106250,34.5,1.5,3.0,1.58,18.5,0.5,0
127,31750,42.5,3.57,14.5,3.04,15.5,5.89,3
302,75500,39.0,0.0,22.0,0.0,28.33,0.47,1
464,116000,21.0,0.0,18.67,0.47,25.75,4.02,0
172,43000,30.0,0.0,21.0,0.0,18.75,0.83,5
29,7250,25.25,3.63,14.67,4.92,16.67,1.89,3
157,39250,30.0,0.0,17.75,0.43,19.0,1.22,5
241,60250,39.25,1.09,15.75,3.96,21.5,2.29,6
218,54500,26.0,3.24,18.33,3.3,20.5,2.18,1
139,34750,43.67,0.47,18.25,0.43,6.33,0.47,5
52,13000,35.5,3.5,17.0,4.24,11.67,5.31,6
178,44500,26.25,0.43,6.25,1.79,14.75,1.79,2
52,13000,36.0,2.45,11.0,7.12,18.75,2.59,3
124,31000,33.75,6.76,13.5,5.12,18.5,3.35,3
392,98000,42.5,0.5,15.0,0.0,23.0,0.71,1
462,115500,32.0,8.63,9.75,5.26,15.25,6.14,1
175,43750,30.0,0.0,13.25,0.83,9.33,0.47,0
229,57250,45.0,0.0,8.75,0.43,19.25,1.09,5
387,96750,42.0,0.0,18.0,0.0,17.75,1.09,5
440,110000,38.0,1.0,10.67,8.65,12.0,6.48,6
184,46000,45.0,0.0,20.25,0.83,36.0,0.0,1
294,73500,43.25,0.83,5.33,2.62,9.5,1.66,4
227,56750,30.75,5.54,20.25,1.48,22.5,1.5,6
64,16000,46.0,0.0,4.67,1.25,17.0,1.22,4
448,112000,34.0,7.07,13.75,4.76,18.33,2.05,6
42,10500,29.0,0.0,6.67,0.47,11.67,0.47,2
252,63000,35.0,4.06,15.0,1.87,16.0,2.0,3
91,22750,48.0,0.0,1.0,0.0,9.75,0.83,2
202,50500,45.0,0.0,18.0,0.0,12.0,0.0,4
19,4750,39.67,0.47,4.75,0.83,11.67,0.47,2
291,72750,48.0,0.0,12.25,0.43,13.25,0.83,4
224,56000,37.5,8.53,18.75,1.92,15.0,3.0,3
210,52500,43.0,2.0,13.33,1.25,12.0,1.0,3
330,82500,42.0,0.0,15.0,0.0,9.67,0.94,4
344,86000,39.5,0.5,2.67,0.47,17.67,0.47,2
454,113500,46.0,0.0,18.67,0.94,6.67,1.25,4
27,6750,33.75,1.3,8.33,1.7,15.67,0.47,5
123,30750,42.0,0.0,21.0,0.0,34.0,1.41,1
358,89500,40.25,0.83,12.0,0.0,0.0,0.0,2
452,113000,41.75,1.79,12.75,3.11,14.0,3.94,6
405,101250,45.0,0.0,18.75,0.43,10.75,0.83,4
233,58250,39.5,0.5,3.25,0.43,12.75,0.43,2
292,73000,37.25,1.3,12.0,0.0,18.75,0.83,5
23,5750,42.0,0.0,17.5,0.5,11.0,0.71,5
89,22250,31.0,4.74,10.0,3.0,18.75,0.83,6
335,83750,39.67,0.47,9.0,1.87,12.0,0.0,2
373,93250,43.0,0.71,19.25,0.43,12.75,1.92,5
221,55250,39.0,0.0,1.75,0.83,16.67,0.47,2
401,100250,43.25,1.79,14.33,1.7,22.0,2.12,6
350,87500,33.0,0.0,8.67,1.7,18.75,0.43,0
129,32250,39.5,0.5,5.5,0.5,12.0,0.0,2
119,29750,31.25,5.4,8.33,5.19,17.0,3.24,1
419,104750,42.0,0.71,15.25,1.79,17.5,2.69,6
187,46750,41.25,1.79,17.25,3.56,14.25,5.89,6
127,31750,35.25,5.54,19.0,4.53,19.75,2.49,6
388,97000,26.5,12.5,15.0,4.9,14.67,2.49,6
307,76750,48.0,0.0,1.0,0.0,9.5,0.5,2
341,85250,28.0,0.0,4.5,1.8,4.33,1.89,2
13,3250,23.25,0.43,18.0,0.0,22.0,0.71,0
95,23750,35.5,1.5,16.67,0.47,26.33,0.94,1
138,34500,30.5,0.5,11.33,1.7,11.33,0.94,0
438,109500,35.25,2.86,15.5,4.33,14.75,3.9,3
389,97250,30.5,7.76,17.5,1.66,17.75,0.43,3
378,94500,40.75,3.19,18.5,3.35,17.25,3.9,3
142,35500,46.5,1.5,24.5,0.5,27.25,2.05,0
123,30750,39.5,0.5,6.25,1.3,14.25,0.83,2
297,74250,37.25,1.64,16.5,3.28,11.75,2.28,1
124,31000,45.0,0.0,19.75,0.43,18.0,0.0,5
265,66250,32.0,1.41,15.0,2.94,16.67,2.81,3
423,105750,20.33,0.94,27.0,0.0,12.5,0.5,0
124,31000,48.0,0.0,8.75,0.43,9.25,0.43,2
392,98000,39.5,0.5,7.75,0.83,14.25,1.3,2
383,95750,41.5,0.5,20.33,0.47,29.67,0.47,1
228,57000,35.4,1.2,23.5,1.5,19.6,3.44,6
58,14500,39.5,0.5,8.75,0.43,9.25,0.43,2
16,4000,39.5,0.5,22.5,0.5,33.0,0.0,1
272,68000,42.0,0.0,24.0,0.0,33.75,1.3,1
21,5250,45.5,0.5,19.0,0.0,13.0,1.0,4
428,107000,32.0,1.22,23.25,0.83,14.25,3.9,6
371,92750,43.25,0.43,7.67,0.47,18.0,0.0,4
122,30500,45.0,0.0,19.75,0.43,17.5,0.5,5
155,38750,36.75,0.83,12.0,0.0,21.33,0.47,5
118,29500,45.5,0.5,10.75,2.17,19.75,0.43,4
465,116250,31.0,5.34,12.75,3.27,15.75,3.96,3
442,110500,41.5,0.5,17.0,0.71,27.0,0.0,1
268,67000,26.5,0.87,22.5,1.12,21.0,0.0,0
307,76750,42.5,0.5,20.5,0.5,3.0,1.41,4
211,52750,19.25,0.83,24.0,0.0,16.0,1.58,0
471,117750,36.0,0.0,26.0,0.82,15.0,7.35,6
111,27750,48.0,0.0,2.75,0.43,10.33,1.25,2
253,63250,46.0,0.0,18.67,0.47,12.67,0.47,4
447,111750,43.0,0.71,12.5,0.87,23.75,0.43,1
232,58000,42.0,0.0,21.5,0.5,34.5,1.5,1
68,17000,30.0,4.24,12.67,1.7,16.25,3.83,3
310,77500,42.5,0.5,12.25,6.38,17.0,1.63,6
288,72000,38.67,4.71,16.0,2.55,19.0,2.94,6
269,67250,24.0,0.0,5.67,0.47,3.0,1.0,2
374,93500,36.25,0.43,12.0,0.0,18.75,1.09,4
28,7000,27.0,0.0,17.25,5.76,15.5,2.87,0
4,1000,34.5,1.5,14.5,1.66,10.75,6.91,6
269,67250,45.0,0.0,16.0,0.82,16.25,0.83,4
461,115250,44.0,0.82,18.0,0.0,21.0,0.82,5
162,40500,26.67,0.47,20.0,0.0,27.0,0.0,0
79,19750,41.0,1.22,13.75,1.79,22.0,0.82,6
426,106500,39.25,0.43,0.0,0.0,13.25,0.83,2
401,100250,45.0,0.0,21.0,0.0,13.5,1.66,5
453,113250,44.5,0.5,19.0,0.0,9.75,1.3,5
151,37750,36.75,0.83,9.25,0.43,20.5,0.5,5
68,17000,41.25,4.92,19.0,1.22,16.5,6.18,3
165,41250,29.0,0.0,1.5,0.5,11.75,0.43,2
19,4750,45.0,0.0,21.5,1.5,37.0,1.0,1
309,77250,45.0,0.0,18.5,0.5,8.5,1.5,4
473,118250,33.0,0.0,0.0,0.0,20.33,0.47,0
154,38500,45.0,0.0,16.75,1.3,22.0,1.0,1
238,59500,41.25,1.48,17.0,4.06,17.0,4.53,6
238,59500,35.25,1.3,25.25,1.09,14.0,2.12,6
156,39000,34.0,4.18,21.33,0.47,17.67,0.47,5
76,19000,45.0,0.0,18.75,0.83,14.0,1.0,5
155,38750,29.33,0.47,20.0,0.0,17.67,0.47,0
183,45750,46.5,0.5,14.5,0.87,17.75,0.43,4
431,107750,42.5,0.5,12.75,1.09,30.75,0.43,1
47,11750,45.5,0.5,15.0,0.0,18.5,0.5,4
394,98500,28.0,0.71,6.0,0.0,5.0,1.0,2
188,47000,30.0,0.0,15.0,0.0,11.5,0.5,0
265,66250,32.75,6.83,13.0,1.22,13.25,3.03,6
110,27500,35.75,0.43,16.33,4.64,12.33,0.47,1
396,99000,34.33,3.09,11.5,0.5,15.67,3.3,1
202,50500,31.5,4.5,19.0,4.42,22.0,5.15,6
1,250,40.0,4.06,12.0,3.94,13.0,7.38,3
333,83250,39.75,5.12,13.5,5.68,17.25,2.77,6
456,114000,42.75,0.83,17.0,0.0,21.25,0.43,1
223,55750,43.67,0.47,21.67,0.47,7.75,1.09,5
208,52000,45.0,0.0,9.5,0.87,10.67,1.89,5
348,87000,47.5,0.5,12.5,0.87,17.25,0.43,4
354,88500,39.25,0.43,3.5,1.12,17.75,0.43,2
284,71000,40.67,0.47,13.0,0.0,0.0,0.0,2
168,42000,42.0,0.0,16.67,0.47,18.75,1.3,0
372,93000,40.0,1.0,12.25,0.43,20.0,0.71,4
272,68000,44.5,0.87,21.75,0.83,33.0,0.0,1
72,18000,40.0,4.24,14.75,2.68,19.0,6.2,3
358,89500,45.0,0.0,24.0,0.0,37.75,1.3,1
99,24750,40.25,1.48,12.33,3.77,13.33,1.25,6
198,49500,43.5,0.5,12.5,1.5,31.5,0.5,1
15,3750,44.75,0.43,2.0,0.0,13.0,0.82,4
350,87500,39.5,0.5,15.0,0.0,17.25,0.43,4
331,82750,41.25,0.83,22.25,1.3,32.25,0.83,1
14,3500,35.5,2.06,17.25,2.86,16.75,4.76,6
466,116500,43.5,0.5,18.0,0.0,17.75,0.43,5
371,92750,39.25,0.43,3.0,0.0,16.75,0.83,2
437,109250,43.5,0.5,17.5,0.5,36.0,0.0,1
92,23000,48.0,0.0,0.0,0.0,7.5,0.87,2
25,6250,42.75,0.83,24.0,0.0,31.0,0.89,1
307,76750,33.0,3.67,13.25,4.44,15.5,3.2,3
131,32750,42.67,0.47,19.33,0.47,13.25,0.83,5
422,105500,38.5,1.12,17.75,4.6,24.5,1.12,6
169,42250,38.5,0.5,24.75,0.43,35.25,1.3,1
206,51500,43.5,0.5,18.0,0.0,31.5,0.5,1
232,58000,45.0,0.0,18.5,0.5,14.75,0.83,4
172,43000,39.75,0.43,3.75,0.83,14.25,0.83,2
232,58000,45.0,0.0,18.75,0.43,20.0,1.0,5
357,89250,36.0,0.0,28.5,1.12,12.33,0.47,0
243,60750,36.25,6.72,11.75,4.71,20.5,1.66,3
81,20250,42.0,0.0,21.0,0.0,12.5,0.87,4
71,17750,39.5,0.5,7.0,0.82,11.33,0.47,2
332,83000,42.67,0.47,15.0,0.0,24.0,0.0,1
354,88500,37.25,1.3,19.75,3.03,17.25,3.27,6
211,52750,43.5,0.5,17.5,0.5,31.0,0.0,1
415,103750,48.0,0.0,6.0,0.0,11.5,0.5,2
476,119000,40.25,0.43,12.0,0.0,1.0,0.0,2
311,77750,45.0,0.0,18.0,0.0,12.75,0.83,4
80,20000,26.75,0.43,3.0,0.82,10.0,1.0,2
241,60250,44.2,0.75,19.75,0.83,35.4,1.2,1
134,33500,39.0,7.11,14.75,3.9,16.5,1.5,3
3,750,36.0,0.0,18.5,0.5,21.25,4.76,6
467,116750,30.25,0.43,19.5,1.12,21.0,0.0,5
320,80000,36.75,6.3,17.25,3.9,21.5,3.28,6
200,50000,40.5,0.5,17.0,0.0,36.0,0.0,1
429,107250,26.0,2.83,27.0,2.45,20.75,2.05,0
353,88250,30.25,6.18,17.5,4.33,22.25,3.7,6
134,33500,30.0,0.0,10.5,0.87,12.75,0.83,0
191,47750,45.0,0.0,18.5,0.5,22.5,0.5,5
103,25750,42.5,0.5,20.5,0.5,35.0,1.22,1
145,36250,45.67,0.47,13.33,0.47,17.75,0.83,4
27,6750,34.75,2.17,20.25,3.34,17.25,3.9,3
244,61000,30.0,8.6,14.25,2.49,17.75,4.55,6
285,71250,34.5,2.06,21.75,1.92,19.5,1.12,6
439,109750,46.75,0.43,17.75,0.43,14.75,0.43,4
87,21750,27.0,0.0,0.0,0.0,17.25,0.83,0
286,71500,36.0,2.12,13.67,4.11,12.5,0.87,3
429,107250,35.25,1.3,18.67,0.47,18.67,0.47,4
39,9750,43.0,0.71,12.5,0.5,12.0,0.71,4
233,58250,43.5,0.5,18.75,0.83,15.5,0.87,5
85,21250,27.0,0.0,0.0,0.0,17.25,0.83,0
144,36000,29.0,0.0,17.75,0.43,18.5,0.5,0
292,73000,42.25,0.43,20.25,0.83,17.0,1.0,5
262,65500,43.5,0.5,15.0,0.0,19.25,0.43,5
257,64250,38.0,1.0,8.25,0.43,17.25,0.83,5
217,54250,48.0,0.0,5.0,0.71,8.25,0.83,2
121,30250,43.25,0.83,15.0,0.0,12.33,0.47,4
342,85500,34.0,7.65,14.5,2.69,18.0,5.61,3
64,16000,45.0,0.0,13.0,0.71,14.25,1.3,5
86,21500,38.5,6.65,18.5,5.68,13.75,5.17,3
59,14750,45.0,0.0,14.5,0.87,14.5,0.87,5
7,1750,46.33,0.47,12.33,0.47,30.0,0.0,1
305,76250,36.0,0.0,20.75,0.83,20.75,1.79,6
30,7500,33.75,4.92,17.0,2.68,15.2,2.48,1
246,61500,35.67,0.47,15.33,3.68,23.67,0.47,6
291,72750,39.25,0.43,5.5,0.5,18.25,0.43,2
255,63750,45.0,0.0,15.25,0.43,24.0,0.0,5
164,41000,42.0,0.0,21.0,0.0,33.75,1.3,1
227,56750,42.5,0.87,12.75,0.43,13.25,1.3,4
158,39500,35.25,4.44,18.5,5.12,13.33,3.09,6
128,32000,39.67,0.47,3.5,0.5,8.67,0.47,2
320,80000,33.5,5.5,13.0,4.24,17.5,2.5,3
38,9500,45.75,0.43,13.25,0.43,18.5,0.87,5
303,75750,27.67,0.47,14.67,0.47,14.0,1.0,0
341,85250,37.5,1.5,23.5,0.87,31.0,0.71,1
382,95500,44.5,0.5,24.0,0.0,29.5,0.5,1
4,1000,45.0,0.71,24.25,1.79,36.0,0.0,1
195,48750,31.67,3.09,14.0,4.18,15.0,2.45,6
47,11750,29.25,7.08,15.33,4.03,15.33,1.25,6
144,36000,20.5,2.18,11.67,2.49,12.67,1.7,3
326,81500,39.0,0.0,15.0,0.0,15.0,1.87,4
88,22000,45.0,0.0,9.5,3.2,12.5,0.87,5
212,53000,35.75,4.55,16.0,2.16,21.33,2.49,6
223,55750,45.0,0.0,3.67,1.7,17.5,0.87,4
247,61750,27.5,3.77,16.0,4.53,17.0,3.74,3
249,62250,45.5,0.5,12.5,0.5,19.25,0.43,5
266,66500,27.75,4.49,18.75,2.86,20.75,2.77,3
343,85750,40.25,0.83,12.0,0.0,0.0,0.0,2
365,91250,29.0,0.0,21.0,0.0,21.33,0.47,5
434,108500,35.0,2.83,19.0,3.0,21.0,1.63,3
222,55500,40.25,0.83,4.0,1.22,34.5,1.5,1
195,48750,35.75,7.56,17.5,3.57,13.5,6.69,3
32,8000,39.67,0.47,8.0,0.71,10.0,0.82,2
475,118750,36.0,0.0,18.0,0.0,27.75,0.43,0
18,4500,36.67,0.94,17.25,3.42,22.33,2.49,6
362,90500,40.25,5.97,14.0,1.0,21.33,0.47,6
111,27750,35.0,2.16,17.25,2.49,17.0,2.16,0
133,33250,48.0,0.0,4.67,2.62,6.33,2.49,2
400,100000,48.0,0.0,10.25,0.83,12.0,0.0,4
301,75250,38.0,4.06,16.0,2.35,12.75,3.34,3
318,79500,37.25,1.3,10.75,1.79,18.75,0.83,5
354,88500,35.75,0.43,24.75,0.83,33.0,0.0,1
458,114500,43.67,0.47,15.0,0.0,15.67,0.47,4
29,7250,39.5,0.5,6.25,0.43,7.5,0.5,2
202,50500,29.0,0.0,15.0,0.0,8.25,0.83,0
343,85750,39.5,0.5,2.75,0.43,17.0,0.71,2
298,74500,40.5,0.5,10.67,2.62,12.75,0.83,4
226,56500,35.33,5.19,18.33,4.5,18.75,3.9,3
73,18250,36.5,0.87,24.25,0.43,34.5,1.5,1
334,83500,34.25,1.79,19.5,4.39,20.25,1.48,6
284,71000,48.0,0.0,3.67,0.47,9.0,0.0,2
187,46750,39.25,5.21,15.25,1.92,18.75,3.9,3
395,98750,39.25,0.43,2.0,0.0,6.75,0.83,2
53,13250,30.0,0.0,21.25,0.43,20.75,0.43,5
83,20750,41.25,0.83,13.0,1.63,8.0,0.0,5
332,83000,36.0,2.45,17.0,2.55,10.67,3.3,3
309,77250,23.5,0.5,21.5,0.5,20.0,1.0,0
432,108000,28.75,0.43,8.0,1.41,15.75,1.48,2
12,3000,38.33,1.7,14.33,3.3,16.75,2.49,6
233,58250,48.0,0.0,1.0,0.0,0.0,0.0,2
344,86000,35.6,1.36,24.0,1.26,32.25,0.43,1
214,53500,30.0,0.0,21.0,0.0,15.5,1.66,5
470,117500,31.67,11.03,14.5,1.5,13.67,1.89,3
175,43750,42.5,0.5,21.0,0.0,33.0,0.0,1
111,27750,45.0,0.0,17.5,0.5,21.0,0.0,4
302,75500,22.25,0.43,21.0,0.0,19.5,2.06,0
327,81750,29.5,7.37,16.67,1.25,21.33,0.47,3
449,112250,44.75,0.43,15.0,0.0,14.67,1.7,5
207,51750,39.0,0.0,6.33,1.25,12.25,0.43,2
107,26750,38.0,1.22,23.0,0.0,32.25,0.83,1
122,30500,34.75,4.82,19.75,1.79,14.5,1.5,6
126,31500,39.5,0.5,4.75,0.83,12.0,0.0,2
207,51750,34.5,1.5,21.25,3.27,16.67,3.86,6
384,96000,42.0,0.0,18.25,0.43,5.0,4.06,4
190,47500,35.4,1.2,20.5,1.66,19.6,3.67,6
177,44250,34.67,2.36,13.0,4.32,12.0,3.54,6
299,74750,34.5,6.22,9.67,3.68,14.5,2.87,3
95,23750,48.0,0.0,0.0,0.0,8.75,0.43,2
30,7500,24.33,0.47,12.75,1.09,23.0,1.41,0
342,85500,32.0,6.4,22.0,1.22,17.75,3.19,6
53,13250,45.0,0.0,17.75,0.43,23.5,0.87,1
250,62500,42.0,0.0,21.0,0.0,34.2,1.47,1
432,108000,41.75,0.43,16.25,0.83,26.5,0.5,1
317,79250,40.25,0.83,13.0,0.71,6.25,0.43,2
149,37250,37.33,0.94,7.5,1.12,18.67,0.47,5
80,20000,43.0,2.45,13.0,6.53,16.25,7.26,6
469,117250,31.0,1.22,14.25,5.76,21.33,4.03,3
101,25250,45.0,0.0,10.5,1.5,14.0,1.22,5
304,76000,45.0,0.0,18.0,0.0,13.25,1.09,4
175,43750,41.0,1.0,14.0,1.22,1.67,0.47,2
435,108750,48.0,0.0,11.5,0.5,3.67,1.25,4
332,83000,45.0,0.0,18.25,0.43,7.0,0.71,4
461,115250,42.0,0.0,24.33,0.47,31.33,0.94,1
198,49500,44.75,0.43,10.75,2.05,14.5,2.06,4
361,90250,37.25,1.92,21.33,1.25,20.25,3.56,6
222,55500,44.25,0.83,18.75,0.43,11.5,0.5,4
47,11750,29.33,0.47,20.67,0.47,15.0,1.22,0
102,25500,36.33,0.47,19.0,5.1,15.0,3.67,3
58,14500,44.0,0.71,24.0,0.0,30.0,0.0,1
278,69500,45.0,0.0,8.0,0.0,0.0,0.0,4
157,39250,45.0,0.0,12.0,0.0,9.25,1.09,2
288,72000,27.0,0.0,2.0,0.0,2.67,1.25,2
86,21500,37.0,1.41,20.0,4.24,19.33,2.62,3
268,67000,35.25,1.3,14.25,5.45,18.0,3.67,6
112,28000,30.75,5.76,18.25,3.27,21.25,2.77,3
210,52500,42.0,0.0,15.67,1.7,8.0,3.74,4
358,89500,42.0,0.0,15.0,0.0,7.75,1.3,4
444,111000,30.0,0.0,18.75,0.83,18.5,0.5,5
168,42000,40.75,3.7,9.5,4.97,12.0,2.83,3
58,14500,33.75,1.3,17.0,2.74,14.75,1.92,3
122,30500,31.0,1.0,17.75,1.79,21.75,1.48,0
107,26750,39.25,2.59,14.75,5.21,9.5,3.84,3
119,29750,42.5,0.5,15.0,0.71,13.0,1.41,5
475,118750,35.5,4.27,15.67,4.78,17.0,1.41,3
430,107500,48.0,0.0,10.0,1.0,12.0,0.0,4
122,30500,36.0,0.0,1.0,0.0,18.25,0.43,0
321,80250,40.75,1.09,21.0,0.0,30.25,0.43,1
289,72250,45.0,0.0,14.67,2.87,37.33,1.25,1
8,2000,20.25,0.43,24.5,0.5,25.75,0.83,0
159,39750,38.75,1.79,17.0,1.58,14.0,1.22,4
322,80500,29.33,1.7,14.0,4.32,15.75,5.36,3
309,77250,36.0,2.45,18.0,2.45,16.25,3.77,6
375,93750,36.0,8.22,16.5,1.12,23.25,3.27,3
431,107750,45.0,0.0,20.25,0.43,14.67,0.47,4
137,34250,46.33,0.47,14.0,0.0,18.25,0.43,4
281,70250,48.0,0.0,1.0,0.0,9.33,0.47,2
216,54000,43.5,0.5,21.0,0.0,1.5,0.5,5
397,99250,41.5,0.5,18.0,0.82,29.0,0.0,1
104,26000,33.0,9.82,17.5,3.77,12.5,5.12,3
331,82750,39.33,0.47,12.0,0.0,11.0,0.71,2
242,60500,29.75,0.43,21.0,0.0,10.5,2.69,5
387,96750,21.5,5.41,16.5,2.96,19.25,1.79,3
350,87500,44.5,0.5,14.75,0.43,24.25,0.43,1
10,2500,33.0,1.87,15.0,4.24,19.0,1.63,3
329,82250,41.67,0.47,17.67,0.47,31.5,0.87,1
157,39250,43.75,0.43,19.0,1.22,6.67,0.47,5
473,118250,42.33,0.47,18.5,0.5,21.33,0.47,1
174,43500,48.0,0.0,10.5,0.5,7.0,1.0,2
269,67250,45.5,0.5,17.25,0.43,20.0,1.0,4
359,89750,42.0,0.0,17.25,0.43,12.0,0.0,5
36,9000,43.5,0.5,20.25,0.43,33.0,0.0,1
25,6250,30.75,6.14,16.0,3.39,18.5,5.94,3
363,90750,39.0,0.0,18.33,2.49,35.25,1.3,1
420,105000,42.67,0.47,12.67,0.47,23.5,0.5,1
15,3750,45.0,0.0,18.5,0.5,14.25,1.3,5
270,67500,39.5,0.5,19.75,1.09,32.5,0.5,1
95,23750,45.5,0.5,20.67,0.47,11.5,0.5,5
395,98750,44.5,0.5,20.25,0.83,32.0,0.0,1
433,108250,37.0,4.1,17.29,4.35,18.13,3.24,6
431,107750,39.25,0.43,5.75,1.3,15.0,0.0,2
444,111000,45.0,0.0,17.75,0.43,12.25,0.43,4
420,105000,36.25,3.19,17.0,3.74,15.67,6.02,6
1,250,48.0,0.0,6.0,0.0,1.67,0.94,2
236,59000,38.75,1.79,17.33,2.62,17.5,2.29,3
218,54500,38.75,4.6,15.0,2.55,15.0,2.12,3
63,15750,30.0,0.0,21.0,0.0,20.5,0.5,5
390,97500,44.0,0.71,18.0,0.0,19.0,0.82,5
74,18500,42.5,0.5,15.0,0.0,12.0,0.0,4
43,10750,37.25,7.26,10.25,2.77,19.0,1.22,3
49,12250,45.0,0.0,18.0,0.0,9.33,0.47,4
368,92000,42.5,1.8,17.25,2.49,30.5,0.5,1
292,73000,36.75,4.92,15.0,2.55,17.0,3.08,3
402,100500,45.25,0.43,7.33,4.64,15.33,1.25,5
227,56750,45.5,0.5,18.0,0.0,20.75,0.43,4
36,9000,44.5,0.5,24.0,0.0,36.0,0.0,1
24,6000,33.75,3.9,18.5,2.29,13.75,5.02,1
30,7500,39.0,3.54,16.75,3.27,19.25,2.38,3
167,41750,39.5,0.5,6.25,0.43,12.0,0.0,2
262,65500,25.25,4.44,18.0,2.94,13.75,4.44,3
75,18750,37.33,1.25,18.75,5.36,15.33,2.36,6
455,113750,33.0,0.0,5.75,0.43,18.5,0.5,0
307,76750,34.0,1.41,18.0,0.0,16.67,1.25,0
162,40500,45.0,0.0,18.0,0.0,18.0,0.0,5
349,87250,42.0,0.0,17.67,0.47,12.67,0.94,5
411,102750,41.5,0.5,19.25,0.43,30.0,0.0,1
266,66500,20.75,0.43,16.5,1.5,12.0,0.0,0
173,43250,39.0,0.0,17.75,0.43,35.25,1.3,1
167,41750,34.75,2.77,22.75,1.3,16.25,5.72,6
260,65000,33.0,0.0,15.0,0.0,23.5,0.5,0
244,61000,43.25,0.83,18.0,0.0,15.0,0.71,4
364,91000,37.25,2.95,10.25,4.49,15.0,2.12,3
293,73250,39.0,0.0,4.5,0.5,17.75,0.43,2
442,110500,45.0,0.0,18.25,0.43,12.25,0.43,4
41,10250,31.5,3.64,17.25,7.15,12.25,5.17,3
424,106000,34.5,5.02,17.25,3.11,15.75,4.92,6
190,47500,45.0,0.0,18.75,0.43,23.0,0.71,5
64,16000,39.25,6.61,20.75,0.43,18.0,3.08,3
117,29250,42.0,0.0,20.0,0.0,33.75,1.3,1
393,98250,43.5,0.5,20.5,0.5,36.0,0.0,1
309,77250,42.33,0.47,20.33,0.47,8.25,2.49,4
42,10500,36.33,6.02,24.0,0.0,18.0,2.16,3
117,29250,27.0,0.0,6.5,0.87,9.0,0.0,2
455,113750,34.5,6.18,12.75,2.86,15.0,2.55,3
243,60750,38.5,8.26,13.25,2.28,19.75,3.7,3
178,44500,32.67,0.47,14.0,1.41,17.5,2.18,3
461,115250,48.0,0.0,5.75,1.64,13.0,0.0,4
475,118750,42.33,0.47,6.67,3.77,20.33,0.47,6
81,20250,41.5,0.5,10.75,2.17,8.0,2.24,5
282,70500,45.0,0.0,18.0,0.0,14.0,1.0,4
365,91250,39.5,0.5,3.0,0.0,12.5,0.5,2
15,3750,39.5,0.5,23.25,0.43,33.0,0.0,1
439,109750,43.5,0.5,18.0,0.0,36.25,0.43,1
104,26000,39.0,6.52,20.25,1.3,16.0,3.54,6
318,79500,32.33,0.47,15.5,3.5,15.5,4.5,0
334,83500,39.0,0.71,23.33,0.94,30.67,0.47,1
354,88500,46.0,0.71,19.5,0.87,26.0,1.0,1
185,46250,34.0,4.74,22.0,1.22,19.75,1.92,6
43,10750,44.5,0.5,21.0,0.0,10.25,0.43,4
212,53000,36.67,0.47,24.0,0.0,16.67,2.36,0
196,49000,43.0,1.0,11.67,0.94,31.67,0.47,1
179,44750,30.67,4.99,21.33,3.09,19.5,3.84,3
387,96750,30.75,6.18,19.75,3.83,20.25,5.12,6
448,112000,20.75,0.43,16.75,0.83,31.75,0.83,0
248,62000,24.25,0.43,16.25,4.44,26.25,1.92,0
297,74250,25.67,0.47,21.75,0.83,10.67,1.7,0
340,85000,42.0,0.0,14.0,0.71,9.67,0.47,4
342,85500,36.5,0.87,18.75,3.77,17.5,2.06,1
94,23500,36.0,0.0,11.67,1.25,18.67,0.94,5
441,110250,42.25,0.43,24.75,0.83,25.25,0.83,0
291,72750,48.0,0.0,1.33,0.47,9.67,0.47,2
144,36000,45.0,0.0,18.25,0.43,16.0,1.58,4
144,36000,43.5,0.5,16.75,1.92,8.5,2.5,5
444,111000,29.67,0.47,10.67,1.25,9.25,0.43,2
417,104250,39.25,0.43,0.0,0.0,8.75,0.43,2
341,85250,33.5,1.5,19.67,1.25,16.0,3.27,6
141,35250,23.75,0.43,20.0,0.0,22.75,0.43,0
434,108500,42.75,0.83,16.5,3.64,16.0,1.22,6
323,80750,39.5,0.5,16.0,0.71,11.75,2.17,4
135,33750,39.5,1.12,5.67,0.47,14.5,1.5,4
100,25000,42.0,0.71,23.75,0.43,28.5,1.5,1
